#TimestampInMS,gt_lat,gt_long,phone_lat,phone_long
1.27546E+12,56.17204067,10.1883435,56.17188673,10.1887457
1.27546E+12,56.17204283,10.18836133,56.17185212,10.18870538
1.27546E+12,56.1720595,10.18843517,56.17182957,10.18869633
1.27546E+12,56.17199633,10.18850567,56.17182001,10.18869281
1.27546E+12,56.17199717,10.188519,56.17181255,10.18868929
1.27546E+12,56.17195333,10.18859367,56.17180392,10.18868686
1.27546E+12,56.17195417,10.1886255,56.17179839,10.18868443
1.27546E+12,56.17194017,10.18864383,56.17179571,10.18868459
1.27546E+12,56.17194083,10.1886405,56.17179353,10.18868526
1.27546E+12,56.17194,10.18863833,56.17179118,10.18868602
1.27546E+12,56.171934,10.18863867,56.1717895,10.18868644
1.27546E+12,56.17192267,10.18864,56.17178858,10.18868619
1.27546E+12,56.17191033,10.18863067,56.17198002,10.18864386
1.27546E+12,56.17191283,10.1886295,56.17197541,10.18860824
1.27546E+12,56.171914,10.18862683,56.1719843,10.18860974
1.27546E+12,56.171914,10.18862617,56.17198639,10.18860161
1.27546E+12,56.17191217,10.18862467,56.17198698,10.18859918
1.27546E+12,56.171912,10.18862483,56.17198782,10.18859742
1.27546E+12,56.17191283,10.188622,56.17199578,10.1885913
1.27546E+12,56.171913,10.18862267,56.17200861,10.18858326
1.27546E+12,56.17191683,10.18862333,56.17202135,10.18858016
1.27546E+12,56.17191683,10.1886285,56.17203099,10.18857764
1.27546E+12,56.1719155,10.18863133,56.1720371,10.18857747
1.27546E+12,56.171909,10.188642,56.1720387,10.18857697
1.27546E+12,56.17190867,10.18864967,56.17203861,10.1885784
1.27546E+12,56.17191367,10.18865533,56.17203845,10.18858158
1.27546E+12,56.171917,10.18866567,56.17203912,10.18858292
1.27546E+12,56.17192267,10.188676,56.17203979,10.18858544
1.27546E+12,56.17193967,10.18869667,56.17203987,10.18858829
1.27546E+12,56.17195383,10.188711,56.17203886,10.18859156
1.27546E+12,56.17197283,10.1887205,56.17203727,10.18859449
1.27546E+12,56.171988,10.18879683,56.17203643,10.18859658
1.27546E+12,56.171978,10.18879933,56.17203618,10.18859809
1.27546E+12,56.17197633,10.188774,56.17203551,10.18859902
1.27546E+12,56.17197283,10.188759,56.17203551,10.18859902
1.27546E+12,56.17195967,10.18874683,56.17203501,10.18859893
1.27546E+12,56.17195917,10.188712,56.17203442,10.1885986
1.27546E+12,56.17195783,10.1886845,56.1720335,10.18859826
1.27546E+12,56.17194983,10.18866467,56.17203275,10.18859784
1.27546E+12,56.171942,10.18865,56.17203224,10.18859742
1.27546E+12,56.17194017,10.1886395,56.17203216,10.18859709
1.27546E+12,56.1719345,10.1886325,56.17203199,10.18859667
1.27546E+12,56.1719335,10.1886275,56.17203417,10.18858661
1.27546E+12,56.17193767,10.18862383,56.17202788,10.18857672
1.27546E+12,56.17194217,10.1886265,56.17202956,10.18858183
1.27546E+12,56.17194733,10.18862967,56.17202906,10.18858217
1.27546E+12,56.1719475,10.18863383,56.17202453,10.18858041
1.27546E+12,56.17194867,10.18863783,56.17201707,10.18857563
1.27546E+12,56.17195567,10.18864,56.17200685,10.18857454
1.27546E+12,56.17196483,10.18864133,56.1720045,10.18857529
1.27546E+12,56.171979,10.18864267,56.17199411,10.18857094
1.27546E+12,56.17198083,10.18864183,56.17199402,10.1885711
1.27546E+12,56.17198183,10.188641,56.17198765,10.18856624
